27:13.5,,,,,,,,,,,,
,,,,,,,,,,,,
Time Stamp,Inlet Pressure (psia),Outlet Pressure (psia),Slim Tube 1 (C),Slim Tube 2 (C),Slim Tube 3 (C),Slim Tube 4 (C),Slim Tube 5 (C),Room Temp. (C), Box Temp (C),Excitation Voltage (VDC),Inlet Pressure (VDC),Outlet Pressure (VDC)Top Confining Temp (VDC)
00:13.8,1141.634744,1015.330303,-9999,9.257691,7.344603,0,0,0,0,1.927937,1.410226,0
03:13.8,1140.979319,1015.350984,-9999,9.25126,6.793871,0,0,0,0,1.927413,1.410234,0
06:13.8,1139.409822,1014.623278,-9999,9.055149,6.766754,0,0,0,0,1.926159,1.409944,0
09:13.8,1138.823643,1014.18538,-9999,8.901068,6.754873,0,0,0,0,1.92569,1.409769,0
12:13.8,1138.728573,1013.993686,-9999,8.794435,6.756774,0,0,0,0,1.925614,1.409693,0
15:13.8,1138.720328,1013.802864,-9999,8.731392,6.767242,0,0,0,0,1.925608,1.409617,0
18:13.8,1138.71326,1013.664609,-9999,8.632138,6.746176,0,0,0,0,1.925602,1.409562,0
21:13.8,1138.847523,1013.569169,-9999,8.568261,6.738167,0,0,0,0,1.92571,1.409524,0
24:13.8,1138.856804,1013.54975,-9999,8.521076,6.724078,0,0,0,0,1.925717,1.409516,0
27:13.8,1138.915568,1013.4475,-9999,8.513672,6.723282,0,0,0,0,1.925764,1.409475,0
30:13.8,1138.963105,1013.390739,-9999,8.52073,6.726466,0,0,0,0,1.925802,1.409452,0
33:13.8,1138.953112,1013.305399,-9999,8.482524,6.731472,0,0,0,0,1.925794,1.409418,0
36:13.8,1138.892981,1013.176387,-9999,8.418047,6.710883,0,0,0,0,1.925746,1.409367,0
39:13.8,1138.84568,1013.029643,-9999,8.406853,6.707086,0,0,0,0,1.925708,1.409308,0
42:13.8,1138.870985,1012.939444,-9999,8.392595,6.720061,0,0,0,0,1.925728,1.409273,0
45:13.8,1138.893494,1013.41039,-9999,8.399434,6.740197,0,0,0,0,1.925746,1.40946,0
48:13.8,1138.906889,1013.563779,-9999,8.403826,6.729375,0,0,0,0,1.925757,1.409521,0
51:13.8,1138.889148,1013.668371,-9999,8.409009,6.698498,0,0,0,0,1.925743,1.409563,0
54:13.8,1138.807369,1013.520274,-9999,8.429399,6.711005,0,0,0,0,1.925677,1.409504,0
57:13.8,1138.840737,1013.4174,-9999,8.403984,5.725176,0,0,0,0,1.925704,1.409463,0
